#RANK	ID	GENE_SYMBOL	ENTREZ_GENE_ID	MOI	P-VALUE	EXOMISER_GENE_COMBINED_SCORE	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
15	BRCA2_AR	BRCA2	675	AR	0.8481	0.0004	0.5238	0.0000	0.5238	0.4597	0.4010	0.5101	0.5238	1.0000	0	Fanconi anemia (ORPHA:84): Nephrocalcinosis (HP:0000121)-Abnormal renal morphology (HP:0012210), Failure to thrive (HP:0001508)-Weight loss (HP:0001824), Small for gestational age (HP:0001518)-Weight loss (HP:0001824), Premature birth (HP:0001622)-Oligohydramnios (HP:0001562), Short stature (HP:0004322)-Short stature (HP:0004322), 	Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-decreased fetal weight (MP:0009431), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-decreased body weight (MP:0001262), 	Nephrocalcinosis (HP:0000121)-pronephros lacks all parts of type pronephric glomerulus, abnormal (ZP:0010708), Premature birth (HP:0001622)-male sex determination increased occurrence, abnormal (ZP:0017105), 	Proximity to PALB2 associated with Fanconi anemia, complementation group N (OMIM:610832): Nephrocalcinosis (HP:0000121)-Ectopic kidney (HP:0000086), Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Rhabdomyosarcoma (HP:0002859)-Nephroblastoma (HP:0002667), Short stature (HP:0004322)-Postnatal growth retardation (HP:0008897), 	Proximity to PALB2 Skeletal muscle atrophy (HP:0003202)-decreased embryo size (MP:0001698), Short stature (HP:0004322)-decreased embryo size (MP:0001698), 	Proximity to PALB2 Premature birth (HP:0001622)-male sex determination increased occurrence, abnormal (ZP:0017105), 
24	ATR_AD	ATR	545	AD	0.8593	0.0003	0.5128	0.0000	0.4631	0.4713	0.0000	0.5128	0.5128	1.0000	0	Seckel syndrome (ORPHA:808): Failure to thrive (HP:0001508)-Cachexia (HP:0004326), Small for gestational age (HP:0001518)-Cachexia (HP:0004326), Short stature (HP:0004322)-Short stature (HP:0004322), 	Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Skeletal muscle atrophy (HP:0003202)-proportional dwarf (MP:0008974), Short stature (HP:0004322)-proportional dwarf (MP:0008974), 		Proximity to SMARCAL1 associated with Schimke immuno-osseous dysplasia (ORPHA:1830): Nephrocalcinosis (HP:0000121)-Focal segmental glomerulosclerosis (HP:0000097), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Premature birth (HP:0001622), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to SMARCAL1 Nephrocalcinosis (HP:0000121)-albuminuria (MP:0002871), Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body length (MP:0001258), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 	
24	ATR_AR	ATR	545	AR	0.8593	0.0003	0.5128	0.0000	0.4631	0.4713	0.0000	0.5128	0.5128	1.0000	0	Seckel syndrome (ORPHA:808): Failure to thrive (HP:0001508)-Cachexia (HP:0004326), Small for gestational age (HP:0001518)-Cachexia (HP:0004326), Short stature (HP:0004322)-Short stature (HP:0004322), 	Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Skeletal muscle atrophy (HP:0003202)-proportional dwarf (MP:0008974), Short stature (HP:0004322)-proportional dwarf (MP:0008974), 		Proximity to SMARCAL1 associated with Schimke immuno-osseous dysplasia (ORPHA:1830): Nephrocalcinosis (HP:0000121)-Focal segmental glomerulosclerosis (HP:0000097), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Premature birth (HP:0001622), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to SMARCAL1 Nephrocalcinosis (HP:0000121)-albuminuria (MP:0002871), Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body length (MP:0001258), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 	
24	BRCA1_AD	BRCA1	672	AD	0.8595	0.0003	0.5126	0.0000	0.5308	0.4899	0.0000	0.5126	0.5308	1.0000	0	Fanconi anemia, complementation group S (OMIM:617883): Nephrocalcinosis (HP:0000121)-Ovarian neoplasm (HP:0100615), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Short stature (HP:0004322)-Short stature (HP:0004322), 	Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-hyperactivity (MP:0001399), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-decreased small intestinal villus height (MP:0014082), 		Proximity to FAH associated with Tyrosinemia, type I (OMIM:276700): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Short stature (HP:0004322)-Growth delay (HP:0001510), 	Proximity to FAH Nephrocalcinosis (HP:0000121)-dilated renal tubule (MP:0002705), Failure to thrive (HP:0001508)-weight loss (MP:0001263), Small for gestational age (HP:0001518)-weight loss (MP:0001263), Skeletal muscle atrophy (HP:0003202)-weight loss (MP:0001263), Short stature (HP:0004322)-weight loss (MP:0001263), 	
24	ATM_AD	ATM	472	AD	0.8603	0.0003	0.5118	0.0000	0.6273	0.5068	0.0000	0.5118	0.6273	1.0000	0	Ataxia-telangiectasia (ORPHA:100): Nephrocalcinosis (HP:0000121)-Polycystic ovaries (HP:0000147), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Delayed puberty (HP:0000823), Skeletal muscle atrophy (HP:0003202)-Skeletal muscle atrophy (HP:0003202), Short stature (HP:0004322)-Short stature (HP:0004322), 	Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-arrest of male meiosis (MP:0008261), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 		Proximity to SMARCAL1 associated with Schimke immuno-osseous dysplasia (ORPHA:1830): Nephrocalcinosis (HP:0000121)-Focal segmental glomerulosclerosis (HP:0000097), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Premature birth (HP:0001622), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to SMARCAL1 Nephrocalcinosis (HP:0000121)-albuminuria (MP:0002871), Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body length (MP:0001258), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 	
24	PLK1_AD	PLK1	5347	AD	0.8604	0.0003	0.5117	0.0000	0.0000	0.0000	0.2789	0.5117	0.5117	1.0000	0			Short stature (HP:0004322)-whole organism decreased size, abnormal (ZP:0000324), 	Proximity to NCAPD3 associated with Microcephaly 22, primary, autosomal recessive (OMIM:617984): Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Skeletal muscle atrophy (HP:0003202)-Limb hypertonia (HP:0002509), Short stature (HP:0004322)-Short stature (HP:0004322), 		
24	MCPH1_AR	MCPH1	79648	AR	0.8607	0.0003	0.5114	0.0000	0.4317	0.4543	0.0000	0.5114	0.5114	1.0000	0	Autosomal recessive primary microcephaly (ORPHA:2512): Nephrocalcinosis (HP:0000121)-Unilateral renal agenesis (HP:0000122), Short stature (HP:0004322)-Short stature (HP:0004322), 	Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-arrest of male meiosis (MP:0008261), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-decreased body weight (MP:0001262), 		Proximity to NCAPD3 associated with Microcephaly 22, primary, autosomal recessive (OMIM:617984): Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Skeletal muscle atrophy (HP:0003202)-Limb hypertonia (HP:0002509), Short stature (HP:0004322)-Short stature (HP:0004322), 		
24	CCNB1_AD	CCNB1	891	AD	0.8609	0.0003	0.5112	0.0000	0.0000	0.2641	0.2974	0.5112	0.5112	1.0000	0		Nephrocalcinosis (HP:0000121)-urinary bladder obstruction (MP:0009552), 	Failure to thrive (HP:0001508)-cell division decreased rate, abnormal (ZP:0010496), Short stature (HP:0004322)-whole organism decreased length, abnormal (ZP:0000473), 	Proximity to NCAPD3 associated with Microcephaly 22, primary, autosomal recessive (OMIM:617984): Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Skeletal muscle atrophy (HP:0003202)-Limb hypertonia (HP:0002509), Short stature (HP:0004322)-Short stature (HP:0004322), 		
24	CCNB1_AR	CCNB1	891	AR	0.8609	0.0003	0.5112	0.0000	0.0000	0.2641	0.2974	0.5112	0.5112	1.0000	0		Nephrocalcinosis (HP:0000121)-urinary bladder obstruction (MP:0009552), 	Failure to thrive (HP:0001508)-cell division decreased rate, abnormal (ZP:0010496), Short stature (HP:0004322)-whole organism decreased length, abnormal (ZP:0000473), 	Proximity to NCAPD3 associated with Microcephaly 22, primary, autosomal recessive (OMIM:617984): Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Skeletal muscle atrophy (HP:0003202)-Limb hypertonia (HP:0002509), Short stature (HP:0004322)-Short stature (HP:0004322), 		
24	BRCA2_AD	BRCA2	675	AD	0.8619	0.0003	0.5101	0.0000	0.5238	0.4597	0.4010	0.5101	0.5238	1.0000	0	Fanconi anemia (ORPHA:84): Nephrocalcinosis (HP:0000121)-Abnormal renal morphology (HP:0012210), Failure to thrive (HP:0001508)-Weight loss (HP:0001824), Small for gestational age (HP:0001518)-Weight loss (HP:0001824), Premature birth (HP:0001622)-Oligohydramnios (HP:0001562), Short stature (HP:0004322)-Short stature (HP:0004322), 	Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-decreased fetal weight (MP:0009431), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-decreased body weight (MP:0001262), 	Nephrocalcinosis (HP:0000121)-pronephros lacks all parts of type pronephric glomerulus, abnormal (ZP:0010708), Premature birth (HP:0001622)-male sex determination increased occurrence, abnormal (ZP:0017105), 	Proximity to PALB2 associated with Fanconi anemia, complementation group N (OMIM:610832): Nephrocalcinosis (HP:0000121)-Ectopic kidney (HP:0000086), Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Rhabdomyosarcoma (HP:0002859)-Nephroblastoma (HP:0002667), Short stature (HP:0004322)-Postnatal growth retardation (HP:0008897), 	Proximity to PALB2 Skeletal muscle atrophy (HP:0003202)-decreased embryo size (MP:0001698), Short stature (HP:0004322)-decreased embryo size (MP:0001698), 	Proximity to PALB2 Premature birth (HP:0001622)-male sex determination increased occurrence, abnormal (ZP:0017105), 
24	AURKB_AD	AURKB	9212	AD	0.8652	0.0003	0.5068	0.0000	0.0000	0.2580	0.0000	0.5068	0.5068	1.0000	0		Skeletal muscle atrophy (HP:0003202)-decreased embryo size (MP:0001698), Short stature (HP:0004322)-decreased embryo size (MP:0001698), 		Proximity to FLI1 associated with Jacobsen syndrome (ORPHA:2308): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Cerebral atrophy (HP:0002059), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to FLI1 Skeletal muscle atrophy (HP:0003202)-decreased embryo size (MP:0001698), Short stature (HP:0004322)-decreased embryo size (MP:0001698), 	
24	AURKB_AR	AURKB	9212	AR	0.8652	0.0003	0.5068	0.0000	0.0000	0.2580	0.0000	0.5068	0.5068	1.0000	0		Skeletal muscle atrophy (HP:0003202)-decreased embryo size (MP:0001698), Short stature (HP:0004322)-decreased embryo size (MP:0001698), 		Proximity to FLI1 associated with Jacobsen syndrome (ORPHA:2308): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Cerebral atrophy (HP:0002059), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to FLI1 Skeletal muscle atrophy (HP:0003202)-decreased embryo size (MP:0001698), Short stature (HP:0004322)-decreased embryo size (MP:0001698), 	
24	CHEK1_AD	CHEK1	1111	AD	0.8667	0.0003	0.5052	0.0000	0.3382	0.0000	0.1941	0.5052	0.5052	1.0000	0	Oocyte/zygote/embryo maturation arrest 21 (OMIM:620610): Nephrocalcinosis (HP:0000121)-Female infertility (HP:0008222), Premature birth (HP:0001622)-Zygotic cleavage failure (HP:0033336), 		Short stature (HP:0004322)-embryo development delayed, abnormal (ZP:0000594), 	Proximity to FANCE associated with Fanconi anemia, complementation group E (OMIM:600901): Nephrocalcinosis (HP:0000121)-Duplicated collecting system (HP:0000081), Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Cryptorchidism (HP:0000028), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to FANCE Failure to thrive (HP:0001508)-slow postnatal weight gain (MP:0008489), Small for gestational age (HP:0001518)-slow postnatal weight gain (MP:0008489), Premature birth (HP:0001622)-slow postnatal weight gain (MP:0008489), Skeletal muscle atrophy (HP:0003202)-slow postnatal weight gain (MP:0008489), Short stature (HP:0004322)-slow postnatal weight gain (MP:0008489), 	Proximity to FANCE Premature birth (HP:0001622)-male sex determination increased occurrence, abnormal (ZP:0017105), 
24	NDC80_AD	NDC80	10403	AD	0.8667	0.0003	0.5052	0.0000	0.0000	0.0000	0.0000	0.5052	0.5052	1.0000	0				Proximity to SMC1A associated with Cornelia de Lange syndrome (ORPHA:199): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Congenital diaphragmatic hernia (HP:0000776), Short stature (HP:0004322)-Short stature (HP:0004322), 		Proximity to SMC1A Short stature (HP:0004322)-whole organism decreased length, abnormal (ZP:0000473), 
24	CCNB2_AD	CCNB2	9133	AD	0.8690	0.0003	0.5027	0.0000	0.0000	0.4278	0.0000	0.5027	0.5027	1.0000	0		Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-decreased body weight (MP:0001262), 		Proximity to MEN1 associated with Multiple endocrine neoplasia type 1 (ORPHA:652): Nephrocalcinosis (HP:0000121)-Nephrolithiasis (HP:0000787), Failure to thrive (HP:0001508)-Weight loss (HP:0001824), Small for gestational age (HP:0001518)-Weight loss (HP:0001824), Premature birth (HP:0001622)-Impotence (HP:0000802), Rhabdomyosarcoma (HP:0002859)-Angiofibromas (HP:0010615), Short stature (HP:0004322)-Proportionate tall stature (HP:0011407), 	Proximity to MEN1 Rhabdomyosarcoma (HP:0002859)-trabecula carnea hypoplasia (MP:0000295), Skeletal muscle atrophy (HP:0003202)-trabecula carnea hypoplasia (MP:0000295), Short stature (HP:0004322)-decreased embryo size (MP:0001698), 	
24	NUF2_AD	NUF2	83540	AD	0.8696	0.0003	0.5021	0.0000	0.0000	0.0000	0.4188	0.5021	0.5021	1.0000	0			Skeletal muscle atrophy (HP:0003202)-whole organism atrophied, abnormal (ZP:0002915), Short stature (HP:0004322)-whole organism atrophied, abnormal (ZP:0002915), 	Proximity to BUB1 associated with Mosaic variegated aneuploidy syndrome (ORPHA:1052): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), Skeletal muscle atrophy (HP:0003202)-Muscular dystrophy (HP:0003560), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to BUB1 Failure to thrive (HP:0001508)-decreased testis weight (MP:0004852), Small for gestational age (HP:0001518)-decreased testis weight (MP:0004852), Skeletal muscle atrophy (HP:0003202)-small seminiferous tubules (MP:0001153), Short stature (HP:0004322)-small seminiferous tubules (MP:0001153), 	
24	NUF2_AR	NUF2	83540	AR	0.8696	0.0003	0.5021	0.0000	0.0000	0.0000	0.4188	0.5021	0.5021	1.0000	0			Skeletal muscle atrophy (HP:0003202)-whole organism atrophied, abnormal (ZP:0002915), Short stature (HP:0004322)-whole organism atrophied, abnormal (ZP:0002915), 	Proximity to BUB1 associated with Mosaic variegated aneuploidy syndrome (ORPHA:1052): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), Skeletal muscle atrophy (HP:0003202)-Muscular dystrophy (HP:0003560), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to BUB1 Failure to thrive (HP:0001508)-decreased testis weight (MP:0004852), Small for gestational age (HP:0001518)-decreased testis weight (MP:0004852), Skeletal muscle atrophy (HP:0003202)-small seminiferous tubules (MP:0001153), Short stature (HP:0004322)-small seminiferous tubules (MP:0001153), 	
24	MIS12_AD	MIS12	79003	AD	0.8696	0.0003	0.5021	0.0000	0.0000	0.0000	0.0000	0.5021	0.5021	1.0000	0				Proximity to BUB1 associated with Mosaic variegated aneuploidy syndrome (ORPHA:1052): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), Skeletal muscle atrophy (HP:0003202)-Muscular dystrophy (HP:0003560), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to BUB1 Failure to thrive (HP:0001508)-decreased testis weight (MP:0004852), Small for gestational age (HP:0001518)-decreased testis weight (MP:0004852), Skeletal muscle atrophy (HP:0003202)-small seminiferous tubules (MP:0001153), Short stature (HP:0004322)-small seminiferous tubules (MP:0001153), 	
24	MIS12_AR	MIS12	79003	AR	0.8696	0.0003	0.5021	0.0000	0.0000	0.0000	0.0000	0.5021	0.5021	1.0000	0				Proximity to BUB1 associated with Mosaic variegated aneuploidy syndrome (ORPHA:1052): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), Skeletal muscle atrophy (HP:0003202)-Muscular dystrophy (HP:0003560), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to BUB1 Failure to thrive (HP:0001508)-decreased testis weight (MP:0004852), Small for gestational age (HP:0001518)-decreased testis weight (MP:0004852), Skeletal muscle atrophy (HP:0003202)-small seminiferous tubules (MP:0001153), Short stature (HP:0004322)-small seminiferous tubules (MP:0001153), 	
24	SPC24_AD	SPC24	147841	AD	0.8696	0.0003	0.5020	0.0000	0.0000	0.0000	0.0000	0.5020	0.5020	1.0000	0				Proximity to BUB1 associated with Mosaic variegated aneuploidy syndrome (ORPHA:1052): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), Skeletal muscle atrophy (HP:0003202)-Muscular dystrophy (HP:0003560), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to BUB1 Failure to thrive (HP:0001508)-decreased testis weight (MP:0004852), Small for gestational age (HP:0001518)-decreased testis weight (MP:0004852), Skeletal muscle atrophy (HP:0003202)-small seminiferous tubules (MP:0001153), Short stature (HP:0004322)-small seminiferous tubules (MP:0001153), 	
24	SPC24_AR	SPC24	147841	AR	0.8696	0.0003	0.5020	0.0000	0.0000	0.0000	0.0000	0.5020	0.5020	1.0000	0				Proximity to BUB1 associated with Mosaic variegated aneuploidy syndrome (ORPHA:1052): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), Skeletal muscle atrophy (HP:0003202)-Muscular dystrophy (HP:0003560), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to BUB1 Failure to thrive (HP:0001508)-decreased testis weight (MP:0004852), Small for gestational age (HP:0001518)-decreased testis weight (MP:0004852), Skeletal muscle atrophy (HP:0003202)-small seminiferous tubules (MP:0001153), Short stature (HP:0004322)-small seminiferous tubules (MP:0001153), 	
24	ZW10_AD	ZW10	9183	AD	0.8696	0.0003	0.5020	0.0000	0.0000	0.0000	0.0000	0.5020	0.5020	1.0000	0				Proximity to MAD1L1 associated with Mosaic variegated aneuploidy syndrome 7 with inflammation and tumor predisposition (OMIM:620189): Nephrocalcinosis (HP:0000121)-Cervix cancer (HP:0030079), Rhabdomyosarcoma (HP:0002859)-Embryonal rhabdomyosarcoma (HP:0006743), 	Proximity to MAD1L1 Rhabdomyosarcoma (HP:0002859)-increased rhabdomyosarcoma incidence (MP:0002036), Skeletal muscle atrophy (HP:0003202)-increased rhabdomyosarcoma incidence (MP:0002036), 	Proximity to MAD1L1 Failure to thrive (HP:0001508)-habituation decreased rate, abnormal (ZP:0138053), 
24	ZW10_AR	ZW10	9183	AR	0.8696	0.0003	0.5020	0.0000	0.0000	0.0000	0.0000	0.5020	0.5020	1.0000	0				Proximity to MAD1L1 associated with Mosaic variegated aneuploidy syndrome 7 with inflammation and tumor predisposition (OMIM:620189): Nephrocalcinosis (HP:0000121)-Cervix cancer (HP:0030079), Rhabdomyosarcoma (HP:0002859)-Embryonal rhabdomyosarcoma (HP:0006743), 	Proximity to MAD1L1 Rhabdomyosarcoma (HP:0002859)-increased rhabdomyosarcoma incidence (MP:0002036), Skeletal muscle atrophy (HP:0003202)-increased rhabdomyosarcoma incidence (MP:0002036), 	Proximity to MAD1L1 Failure to thrive (HP:0001508)-habituation decreased rate, abnormal (ZP:0138053), 
24	KNL1_AR	KNL1	57082	AR	0.8696	0.0003	0.5020	0.0000	0.4317	0.0000	0.0000	0.5020	0.5020	1.0000	0	Autosomal recessive primary microcephaly (ORPHA:2512): Nephrocalcinosis (HP:0000121)-Unilateral renal agenesis (HP:0000122), Short stature (HP:0004322)-Short stature (HP:0004322), 			Proximity to BUB1 associated with Mosaic variegated aneuploidy syndrome (ORPHA:1052): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), Skeletal muscle atrophy (HP:0003202)-Muscular dystrophy (HP:0003560), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to BUB1 Failure to thrive (HP:0001508)-decreased testis weight (MP:0004852), Small for gestational age (HP:0001518)-decreased testis weight (MP:0004852), Skeletal muscle atrophy (HP:0003202)-small seminiferous tubules (MP:0001153), Short stature (HP:0004322)-small seminiferous tubules (MP:0001153), 	
24	DSN1_AR	DSN1	79980	AR	0.8697	0.0003	0.5020	0.0000	0.0000	0.0000	0.0000	0.5020	0.5020	1.0000	0				Proximity to BUB1 associated with Mosaic variegated aneuploidy syndrome (ORPHA:1052): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), Skeletal muscle atrophy (HP:0003202)-Muscular dystrophy (HP:0003560), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to BUB1 Failure to thrive (HP:0001508)-decreased testis weight (MP:0004852), Small for gestational age (HP:0001518)-decreased testis weight (MP:0004852), Skeletal muscle atrophy (HP:0003202)-small seminiferous tubules (MP:0001153), Short stature (HP:0004322)-small seminiferous tubules (MP:0001153), 	
24	NSL1_AD	NSL1	25936	AD	0.8697	0.0003	0.5020	0.0000	0.0000	0.0000	0.0000	0.5020	0.5020	1.0000	0				Proximity to BUB1 associated with Mosaic variegated aneuploidy syndrome (ORPHA:1052): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), Skeletal muscle atrophy (HP:0003202)-Muscular dystrophy (HP:0003560), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to BUB1 Failure to thrive (HP:0001508)-decreased testis weight (MP:0004852), Small for gestational age (HP:0001518)-decreased testis weight (MP:0004852), Skeletal muscle atrophy (HP:0003202)-small seminiferous tubules (MP:0001153), Short stature (HP:0004322)-small seminiferous tubules (MP:0001153), 	
